Qu_1_a,Qu_1_b,Qu_1_c,Qu_1_d,Qu_2_a,Qu_2_b,Qu_2_c,Qu_2_d,Qu_3_a,Qu_3_b,Qu_3_c,Qu_3_d,Qu_4_a,Qu_4_b,Qu_4_c,Qu_4_d,Qu_5,Qu_6,Qu_7,Qu_8,Qu_9,Qu_10,Qu_11,Qu_12,Qu_13,Qu_14_a,Qu_14_b,Qu_15_a,Qu_15_b,Qu_15_c,Qu_15_d
3,2,2,1,2,5,5,4,6,2,5,3,4,5,5,5,China,China,Male,25,Student,MasterÕs Degree,Low,Medium,No,7,7,5,5,1,1
5,2,3,2,2,3,3,2,2,1,2,2,1,2,1,2,Philippines,Philippines,Male,27,Assistant Manager - Admin,Master's Degree,Medium,Medium,Yes,2,2,1,1,1,1
1,1,1,1,6,5,7,6,4,1,7,3,3,2,6,6,Brazil,Brazil,,,,,,,,,,,,,
1,1,1,1,1,1,7,2,1,1,7,1,2,2,6,2,Turkey,Turkey,Male,24,Engineer,College/University Degree,Very High,Very High,Yes,1,1,1,1,1,1
4,4,2,4,3,1,7,3,3,2,6,3,4,2,6,5,China,China,Male,50,Businessman,College/University Degree,High,High,No,7,6,4,2,1,1
5,3,2,1,2,2,7,5,1,1,6,4,1,1,3,1,Brazil,Brazil,Female,19,Student,Some College Ê,Low,Low,Yes,3,1,1,5,1,1
2,2,2,2,3,3,7,7,4,3,6,3,3,3,5,3,United States,United States,Female,44,Educator,,Medium,Medium,Yes,5,1,2,2,2,2
3,4,1,3,1,3,2,2,5,1,1,1,1,1,2,3,United Kingdom,United Kingdom,Female,29,Student,Master's Degree,Low,Low,No,6,6,1,2,2,1
3,3,2,3,5,3,6,5,4,3,6,4,3,3,5,2,Poland,Poland,Female,25,Student,College/University Degree,Low,Low,Yes,3,3,4,4,1,1
1,1,2,2,3,3,7,6,4,3,7,6,3,2,7,7,Turkey,Turkey,Male,31,Engineer,Master's Degree,Low,Low,No,7,7,4,4,1,7
2,3,2,3,3,2,4,5,3,2,4,4,3,4,3,3,Vietnam,Vietnam,Male,26,Student,Master's Degree,Very Low,Low,No,7,7,4,3,1,2
2,2,2,3,3,2,4,3,2,2,4,3,2,2,3,3,Canada,Hong Kong,Female,27,Accounts Officer,College/University Degree,,Low,No,6,6,2,3,1,3
1,2,1,1,1,2,5,5,1,4,4,4,1,2,3,3,China,China,Female,24,Student,4,3,3,Yes,6,6,1,2,1,2
2,2,1,1,3,5,5,3,1,1,1,1,1,5,5,5,South Africa,South Africa,Female,20,Spoke Person For The Community,High School/Secondary School&amp,Low,Low,Yes,2,2,1,3,2,5
2,2,2,2,5,6,5,6,4,6,7,5,2,1,5,4,Japan,Japan,Male,23,Student,Master Degree,Low,Medium,No,7,6,1,2,3,2
3,1,2,1,2,2,6,3,1,2,3,5,2,1,2,1,United Kingdom,United Kingdom,Male,27,Student,MasterÕs Degree,Very Low,Very Low,No,3,1,5,5,5,4
1,1,2,3,1,2,2,2,1,4,7,2,1,2,7,4,China,China,Male,24,Student,4,3,3,Yes,3,3,1,1,1,1
5,2,1,1,2,2,3,4,2,3,6,5,2,6,2,3,South Africa,South Africa,Male,19,Student,High School/Secondary School&amp,Medium,Low,Yes,1,1,6,5,2,1
2,2,1,1,1,3,3,2,1,1,1,,1,5,2,2,China,China,Female,24,Student,MasterÕs Degree,Low,Medium,Yes,2,2,7,4,3,4
4,2,2,1,3,2,3,2,3,2,2,2,4,3,3,2,Philippines,Philippines,Male,30,Sales,College/University Degree,Medium,Medium,Yes,2,1,1,3,1,1
4,3,1,3,1,2,1,3,2,1,1,3,1,2,1,3,China,China,Male,23,Student,Doctoral Degree,Medium,Medium,Yes,2,6,1,3,1,3
4,3,3,3,3,2,3,6,3,2,2,7,6,5,6,5,India,India,Male,34,Insurance,Master&amp;amp;rsquo;s Degree,Medium,Medium,Yes,3,1,5,4,4,1
2,2,1,3,1,2,7,7,2,4,3,3,1,5,3,3,Brazil,Brazil,Female,27,Social Worker,College/University DegreeÊ,Medium,Medium,Yes,2,1,7,5,1,1
4,3,2,2,3,2,4,3,2,2,3,4,2,1,4,3,China,China,Male,24,Student,Master,Very Low,High,Yes,6,6,2,3,1,3
4,3,3,3,3,3,7,5,3,3,7,5,5,3,3,3,United States,United States,Female,32,Mother,High School/Secondary School&amp,Very Low,Low,No,7,6,2,2,1,1
5,5,1,5,2,1,7,5,1,1,3,2,1,1,1,5,Greece,Usa,Male,25,Postgraduate Student,Some College,Medium,Medium,Yes,4,2,1,2,1,1
1,5,2,1,2,3,2,3,2,6,4,2,3,1,3,1,United Kingdom,United Kingdom,Male,19,Student,College/University Degree,Very High,Very High,No,7,5,1,3,2,3
6,3,1,2,2,3,3,4,2,2,6,4,3,2,6,3,United Kingdom,United Kingdom,Male,21,Student,College/University Degree,Low,High,No,6,7,1,5,2,1
3,1,1,1,1,3,7,3,1,3,5,3,2,3,5,5,South Africa,South Africa,Male,20,Student,High School/Secondary School&amp,Low,Medium,Yes,3,1,2,1,1,1
2,2,1,2,1,4,7,3,2,2,1,1,2,3,4,4,United Kingdom,United Kingdom,Female,19,Student,College/University Degree,Low,Medium,Yes,4,6,1,5,1,1
2,3,2,2,3,6,4,3,2,2,5,3,2,3,2,2,China,China,Female,24,Student,Master's Degree,Low,Medium,No,7,7,5,5,1,4
4,4,7,1,2,2,4,7,2,6,6,6,7,6,3,3,Ghana,Ghana,Female,24,Actuary,Master&#039;s Degree,Medium,Medium,Yes,2,1,4,6,1,1
2,2,2,6,3,3,3,3,2,2,2,2,3,3,3,3,China,China,Female,25,Student,Master's Degree,Medium,Medium,No,6,6,3,3,3,3
4,5,2,2,,,,,3,3,2,2,3,3,2,1,India,India,Female,,Writer,Master&amp;amp;rsquo;s Degree,High,Medium,Yes,2,3,3,2,1,1
3,3,1,2,3,2,7,3,2,1,6,2,3,2,3,2,United Kingdom,United Kingdom,Male,49,Operations Management,Some College,High,High,No,7,7,1,1,1,1
2,2,1,1,2,2,7,3,2,1,3,3,4,2,2,1,South Africa,South Africa,Female,19,Student,High School/Secondary School&amp,High,High,Yes,1,1,1,1,1,1
3,3,3,3,3,3,4,4,3,3,3,4,3,4,4,4,China,China,Female,32,Office Clerk,College/University Degree,Medium,Medium,Yes,4,4,4,1,1,3
3,2,1,2,6,3,7,2,1,1,2,2,3,2,2,1,United Kingdom,United Kingdom,Male,23,Student,MasterÕs Degree,Low,Low,Yes,7,5,2,3,2,1
7,3,2,6,1,5,7,7,3,6,7,7,2,2,2,1,Mexico,Mexico,1,24,Software Engineer,3,3,3,1,6,5,7,1,1,1
4,4,4,3,4,3,4,1,1,1,4,1,1,1,4,1,United Kingdom,United Kingdom,Female,23,Student,4,3,3,Yes,2,2,1,1,1,1
2,1,1,2,3,3,7,5,2,2,6,5,1,1,3,3,Mexico,Mexico,Female,38,Economist,College/University Degree,Medium,Medium,Yes,7,4,2,3,1,1
4,3,2,3,5,5,6,6,5,5,5,5,3,2,4,2,United Kingdom,United Kingdom,Male,24,Cashier,High School/Secondary School,Low,Low,No,7,7,5,5,3,5
2,1,2,1,3,3,5,3,2,3,2,3,2,3,7,3,South Africa,South Africa,Male,19,School,High School/Secondary School&amp,Medium,Low,Yes,2,1,1,3,4,3
2,2,1,1,2,2,3,3,3,2,3,3,3,2,1,1,United Kingdom,United Kingdom,Female,25,Student,5,3,3,Yes,2,1,2,2,1,1
2,2,2,2,3,3,5,3,2,2,4,3,3,3,6,2,Mexico,Mexico,Male,29,Student,College/University Degree,High,Medium,No,4,5,1,2,1,1
6,1,1,1,3,3,7,7,2,3,5,7,3,5,7,7,South Africa,South Africa,Female,18,Capturer,High School/Secondary School&amp,Very Low,Medium,Yes,2,1,1,1,1,1
3,3,3,3,3,3,6,3,2,2,2,3,5,5,3,5,Greece,Greece,Female,43,Manager,MasterÕs Degree,Medium,Medium,No,4,4,1,1,1,1
3,2,2,6,2,3,7,3,4,5,6,5,6,2,6,3,Brazil,Brazil,Female,47,University Staff,MasterÕs Degree,High,Medium,Yes,6,2,1,1,1,1
3,4,2,2,6,5,7,6,4,4,7,5,4,3,2,4,United Kingdom,United Kingdom,Female,25,Student,College/University Degree,Low,Low,No,7,7,1,2,2,1
3,1,2,2,5,2,7,4,2,1,6,7,3,5,7,2,Turkey,Turkey,Male,29,Research Assistant/Phd Student,Doctoral Degree,Low,Very Low,Yes,1,1,1,1,1,1
6,3,1,6,3,7,7,7,4,4,4,4,2,4,5,3,United Kingdom,Philippines,Female,22,Student,Some College,Medium,Medium,Yes,1,1,1,1,1,1
7,2,1,1,4,2,7,4,2,2,7,4,4,2,4,2,Canada,Canada,Male,42,Technician,College/University Degree,Medium,Medium,No,7,7,1,1,1,1
5,5,3,3,2,3,7,5,2,2,5,5,2,2,5,5,United States,United States,Female,34,Office Manager,Some College&amp;amp;nbsp;&amp;a,Low,Low,Yes,6,1,2,5,2,3
2,2,2,2,5,5,6,5,3,4,3,2,3,3,4,3,India,India,Female,24,Software Engineer,Master&amp;amp;rsquo;s Degree,Medium,Medium,Yes,3,2,5,4,4,3
2,2,1,2,3,3,5,2,3,2,3,2,3,2,3,3,United Kingdom,United Kingdom,Male,23,Student,College/University Degree,Low,Medium,Yes,2,1,1,3,2,1
3,3,1,2,2,2,3,2,2,2,3,2,1,3,2,2,Thailand,China,Female,28,White Collar,College/University Degree,Medium,Medium,No,7,7,1,1,1,1
3,2,1,1,2,2,5,2,2,2,5,2,2,2,2,2,South Africa,South Africa,Female,45,It Manager,Master&amp;rsquo;s Degree,High,High,Yes,3,1,1,1,1,1
3,2,2,2,2,4,2,5,3,3,2,4,2,5,5,4,Philippines,Philippines,Male,42,Manager,College/University Degree,Medium,Medium,Yes,2,1,1,1,1,1
7,2,1,1,3,2,3,7,1,1,1,4,3,2,2,4,India,India,Female,19,Student,,Medium,Medium,Yes,2,1,7,2,1,1
5,2,1,6,5,3,7,2,2,2,6,1,2,3,5,2,Mexico,Mexico,1,33,Project Manager,4,3,3,0,4,5,1,2,1,1
6,2,1,2,2,3,7,5,2,3,,6,1,1,1,1,South Africa,South Africa,Female,24,Administrative Assistant,College/University Degree&amp;nb,Medium,Low,Yes,2,1,1,4,2,5
3,5,5,5,5,4,6,3,3,3,6,4,5,4,4,3,Hong Kong,Hong Kong,Male,24,Student,College/University Degree,High,High,No,6,6,2,3,2,1
2,1,1,1,1,1,7,2,1,1,4,2,1,1,4,3,Mexico,Mexico,Male,27,Finance,College/University Degree,Medium,Medium,No,4,3,1,1,1,1
5,3,3,3,3,4,5,5,4,4,6,3,1,1,2,1,China,China,Male,24,Student,Master's Degree,Very Low,Low,No,6,6,1,1,1,1
1,2,3,3,1,2,2,2,1,2,2,2,1,2,2,2,Philippines,Philippines,Female,50,Home Maker,Doctoral Degree,High,Medium,Yes,1,1,2,1,1,1
2,2,2,6,2,2,7,4,2,2,6,4,2,1,1,1,Mexico,Mexico,Female,33,Engineer,Master's Degree,Low,Low,No,7,7,1,1,1,1
1,2,1,2,2,1,7,3,2,1,7,2,3,1,3,4,United States,United States,Female,39,Homemaker,Some College&amp;amp;nbsp;&amp;a,Medium,Medium,Yes,2,1,1,1,1,1
6,5,1,1,3,1,5,3,1,2,3,3,1,1,1,2,Brazil,Brazil,Female,29,Assistant,Some College,Medium,Low,Yes,2,1,2,3,7,7
1,1,1,1,3,1,1,5,3,1,1,4,2,1,1,1,Switzerland,Switzerland,Female,30,Translator,College/University Degree,Very Low,Very Low,No,7,2,3,5,1,1
1,1,1,1,2,1,4,1,2,1,3,1,1,2,3,2,Turkey,Turkey,Female,27,Chemist,College/University Degree,Medium,Medium,No,4,3,4,5,4,2
6,3,2,2,6,3,7,6,2,3,4,2,3,3,2,3,Zimbabwe,Zimbabwe,,17,Student,High School/Secondary School&amp,,Medium,Yes,,,1,2,3,2
6,2,1,2,3,3,7,3,2,2,6,2,3,1,4,2,Brazil,Brazil,Female,24,Student,College/University DegreeÊ,Medium,Medium,No,7,1,4,2,1,1
2,1,2,1,2,2,6,3,1,1,3,4,1,1,1,3,Mexico,Mexico,Male,33,Marketing,College/University Degree,Medium,Medium,Yes,3,6,1,2,1,1
1,1,1,1,2,2,2,2,1,1,1,3,1,5,1,2,Spain,Spain,Male,24,Student,MasterÕs Degree,Medium,Low,No,7,7,3,2,3,2
2,3,1,2,2,3,7,5,2,4,4,4,3,3,4,4,South Africa,South Africa,Male,23,Manager,College/University Degree&amp;nb,Medium,Medium,No,5,3,1,1,1,1
4,1,2,1,3,2,5,5,1,1,3,6,2,4,6,3,South Africa,South Africa,Female,19,Student,High School/Secondary School&amp,Medium,Low,Yes,2,1,1,4,1,1
2,2,2,2,4,2,6,4,2,2,6,3,4,2,2,4,China,China,Female,22,Student,College/University Degree,Medium,Medium,No,7,7,1,1,1,1
6,2,2,1,2,2,7,2,2,2,4,2,1,2,4,2,South Africa,South Africa,Female,23,Senior Strategic Tutor,College/University Degree&amp;nb,Medium,Medium,Yes,2,1,5,1,1,1
5,3,1,2,2,3,7,3,2,2,6,2,3,3,2,2,United Kingdom,United Kingdom,Female,21,Student,College/University Degree,Low,High,No,7,7,1,1,1,1
7,2,2,7,1,1,3,2,2,2,2,2,2,6,6,2,India,India,Female,34,Accountant,College/University Degree&amp;am,Medium,Medium,Yes,2,1,1,6,1,1
2,2,1,1,3,3,7,3,2,2,2,2,2,2,2,5,United Kingdom,United Kingdom,Male,60,Civil Engineer,College/University Degree,High,High,Yes,2,3,1,1,1,1
6,5,2,2,5,3,3,3,5,5,5,5,3,3,3,5,Taiwan,Taiwan,Male,25,Student,4,3,3,1,4,4,4,2,1,2
2,2,2,5,2,1,6,3,1,2,1,5,2,2,4,4,Mexico,Mexico,Male,36,Student,MasterÕs Degree,Low,Low,No,7,4,1,1,1,1
1,1,1,1,5,2,4,3,2,2,2,2,1,1,1,1,United States,Lebanon,Female,34,Program Coordinator,MasterÕs Degree,High,Medium,Yes,4,1,2,2,1,1
2,1,1,1,3,5,7,6,1,4,7,7,3,2,7,3,United States,United States,Male,35,It Support,College/University Degree&amp;am,Medium,Medium,No,7,7,1,1,1,1
4,6,1,3,3,2,2,4,1,4,5,1,2,1,2,3,Togo,Togo,Female,28,Student,College/University Degree,Medium,Medium,No,6,6,3,2,2,3
2,2,2,2,2,3,3,5,1,1,1,1,3,3,3,3,Nigeria,Nigeria,Male,50,Business,MasterÕs Degree,Very High,Very High,Yes,2,1,1,1,1,1
7,6,5,6,5,5,5,4,4,5,6,5,4,5,,5,United States,United States,Male,30,It,College/University Degree,High,High,Yes,,,5,6,6,6
1,1,1,1,3,3,7,3,2,2,7,3,3,3,6,2,United States,United States,Male,26,Energy Engineer,College/University Degree&amp;am,Medium,Medium,Yes,2,1,1,2,2,3
5,4,3,4,5,5,6,5,5,4,6,5,3,3,6,5,China,China,Male,25,Technician,University,Medium,Medium,No,7,7,2,5,2,5
2,2,2,2,3,2,3,4,3,2,3,4,3,4,3,3,China,China,Male,24,Student,College/University Degree,Very Low,Very Low,No,1,2,2,1,2,2
1,2,1,6,2,1,2,,2,1,2,6,2,2,6,6,England,England,Male,27,Postgraduate Student,MasterÕs Degree,Low,Low,No,4,4,1,1,1,1
4,2,2,3,2,1,2,6,2,2,4,6,4,2,5,5,China,China,Female,22,Student,MasterÕs Degree,Low,Medium,No,7,1,3,1,1,1
5,2,2,1,1,1,1,1,1,2,1,3,2,4,2,4,Austria,Austria,Male,22,Student,MasterÕs Degree,Very Low,Medium,No,7,7,1,2,2,2
2,3,3,3,3,4,7,3,3,3,6,3,2,5,5,3,China,China,Female,31,Commercial Affairs,Master's Degree,Medium,Medium,Yes,4,3,4,1,1,1
1,1,1,1,1,2,7,2,1,2,2,3,2,2,2,1,Mexico,Mexico,Female,38,Profesor,Master's Degree,Medium,High,Yes,4,1,1,2,1,1
3,1,1,1,2,1,3,2,1,2,2,2,2,2,1,2,South Africa,South Africa,Female,39,Sport Organiser,College/University Degree&amp;nb,Medium,Low,Yes,2,1,1,5,1,1
6,3,2,2,4,5,7,6,2,2,6,5,2,3,1,4,China,China,Female,23,Student,2,2,2,No,7,6,1,1,1,1
5,5,6,2,5,5,7,6,4,5,6,5,4,3,4,4,United Kingdom,United Kingdom,Male,23,Student,College/University Degree,Medium,Medium,No,1,1,6,3,2,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,China,China,Female,27,Casher,College/University Degree,Medium,Medium,No,7,7,3,2,2,3
6,3,4,5,7,5,3,1,2,4,3,4,3,2,4,3,India,India,Male,20,Student,College/University Degree&amp;am,Medium,Medium,Yes,3,2,3,1,1,1
2,1,3,7,1,1,5,4,2,3,2,5,3,1,5,3,China,China,Female,22,Student,College/University Degree,Very Low,Medium,No,7,7,3,4,1,3
2,2,3,3,3,2,4,4,2,2,4,5,3,4,4,5,Hong-Kong,Hong-Kong,Male,26,Student,MasterÕs Degree,Very Low,Low,No,7,7,4,3,1,3
2,2,3,1,3,2,5,3,2,2,3,2,2,1,3,2,Thailand,Thailand,Female,24,Student,Master Degree,Low,Medium,No,7,7,4,2,1,2
5,3,3,4,6,2,3,4,2,4,4,3,2,3,2,3,Canada,Canada,Male,18,Hockey Referee,High School/Secondary School,Low,Medium,No,7,7,2,1,1,1
5,5,3,5,3,3,5,5,2,2,5,3,2,1,4,2,China,China,Female,26,Student,College/University Degree,High,High,Yes,3,3,3,2,1,3
5,5,3,3,5,6,7,6,3,6,7,6,5,2,2,2,United States,United States,Male,36,Maintenance,College/University Degree&amp;am,Low,Low,No,7,7,1,1,1,1
6,4,1,2,7,7,3,7,2,2,6,4,2,2,4,3,Ghana,Ghana,Male,33,Investment Banking,Master&#039;s Degree,Medium,Medium,Yes,2,1,1,1,1,2
2,2,1,7,2,6,3,2,2,1,3,3,1,4,3,3,South Africa,South Africa,Male,18,Accountant,High School/Secondary School&amp,Very Low,Medium,Yes,4,6,2,3,2,6
3,2,1,1,3,3,7,3,2,2,4,2,3,1,2,2,United Kingdom,United Kingdom,Male,20,Student,College/University Degree,Medium,High,Yes,2,1,2,3,1,1
2,2,3,2,5,5,7,7,6,6,6,6,3,2,4,1,France,United Arab Emirates,Male,30,Business Manager,MasterÕs Degree,High,High,Yes,4,1,1,1,1,1
2,1,2,2,2,2,3,3,2,2,3,3,2,1,1,2,China,Hong Kong,Male,50,Engineer,MasterÕs Degree,High,High,Yes,1,1,4,2,1,1
4,6,1,1,2,1,1,1,1,1,5,5,1,1,1,3,China,China,Female,27,Student,College/University Degree,Medium,Medium,No,7,5,3,1,1,2
1,1,1,1,2,2,3,2,1,1,1,3,2,,3,4,Spain,Spain,Female,24,Student,MasterÕs Degree,Low,High,No,7,7,2,2,3,2
3,3,2,3,2,3,3,4,3,3,2,3,2,3,4,3,Philippines,Philippines,Female,35,35,College/University Degree,Medium,Medium,Yes,2,2,2,3,4,4
1,1,1,1,7,3,7,7,5,2,7,7,5,5,3,5,United States,United States,Female,28,N/A,College/University Degree&amp;am,Very Low,Very Low,No,7,7,4,5,3,4
2,1,2,4,1,2,3,1,2,3,1,2,5,3,1,2,South Africa,South Africa,Male,19,Banking,High School/Secondary School&amp,Very Low,Very Low,Yes,1,1,6,5,1,1
1,1,1,1,2,2,7,2,1,1,3,2,3,2,3,2,Greece,Greece,Female,23,Student,College/University Degree,Medium,High,Yes,4,2,1,1,1,1
3,3,2,5,3,2,7,3,2,2,6,3,2,4,3,3,United Kingdom,United Kingdom,Female,21,Student,College/University Degree,Very Low,Medium,No,7,7,3,5,2,2
2,2,2,2,2,1,5,4,2,1,3,3,2,1,4,3,Thailand,Thailand,Female,25,Student,Master,Medium,Medium,Yes,3,1,1,1,1,1
1,1,1,7,5,1,7,1,1,1,2,1,1,1,1,1,United Kingdom,United Kingdom,Male,30,Student,College/University Degree,Low,Low,Yes,3,1,1,1,1,1
4,3,1,1,3,1,3,3,2,1,1,1,2,1,3,2,China,China,Male,19,Doctor,College/University Degree,Medium,Medium,No,6,7,3,1,1,1
2,2,2,2,1,2,4,2,1,2,4,3,1,5,3,3,South Africa,South Africa,Female,19,Student,High School/Secondary School&amp,Very Low,Very Low,Yes,3,1,1,1,1,1
1,1,1,1,1,2,3,1,1,2,3,5,2,1,1,3,Mexico,Mexico,Male,25,Student,Master's Degree,Medium,Medium,Yes,2,2,1,1,1,1
2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,1,China,China,Female,29,Teacher,High School/Secondary School,Medium,Medium,Yes,7,7,4,4,4,4
6,3,4,3,3,5,4,2,2,3,4,5,3,4,5,6,India,India,Female,23,Home Maker,College/University Degree&amp;am,Medium,Medium,Yes,1,1,4,5,6,4
2,2,1,1,3,3,2,7,2,2,6,2,2,2,,1,Nigeria,Nigeria,Female,24,Student,College/University Degree,Medium,High,Yes,1,1,1,1,1,1
2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,Thailand,Thailand,Female,25,Student,Master&#039;s Degree,Medium,High,Yes,3,3,4,4,4,4
2,4,3,3,5,4,3,3,3,3,3,2,3,4,2,2,Philippines,Philippines,Male,28,Manager,College/University Degree,Medium,Medium,Yes,4,3,6,4,5,5
1,2,2,3,3,3,4,4,2,2,2,2,1,2,2,2,China,China,Male,23,Student,Master's Degree,Medium,Medium,No,7,6,3,5,4,4
3,2,2,1,2,2,7,5,2,2,7,4,1,1,3,3,Mexico,Mexico,Male,36,Student,Master's Degree,Low,Very Low,No,4,4,1,1,1,1
1,1,1,7,2,2,3,3,1,1,3,2,1,1,3,2,Canada,Canada,Male,29,Adjunct Instructor,Master's Degree,Low,Low,No,7,7,3,3,1,1
4,2,1,1,3,3,5,2,1,3,3,1,2,3,2,1,South Africa,South Africa,Female,19,Student,High School/Secondary School&amp,Very Low,Very Low,Yes,2,1,2,1,1,1
6,1,1,6,2,1,6,4,2,1,5,4,3,1,3,5,Mexico,Mexico,Male,32,Research Assistant/Phd Student,Master's Degree,Low,Low,No,4,4,1,1,1,1
1,1,1,1,3,1,6,4,1,1,4,6,1,1,4,5,China,China,1,23,Accountant,2,3,3,No,5,6,6,1,1,1
5,2,2,2,2,4,5,2,1,4,5,2,2,4,5,2,Mexico,Mexico,Male,35,Employee,Master's Degree,Medium,Medium,Yes,3,1,4,2,1,2
2,5,3,4,2,4,3,3,1,3,3,3,1,3,2,3,China,China,Male,24,Student,College/University Degree,Very Low,Medium,No,7,7,3,3,2,2
2,2,2,2,3,2,7,2,2,1,7,2,2,1,2,1,Canada,Canada,Female,55,Editor,Master's Degree,Medium,Medium,No,7,1,1,1,1,1
7,5,3,3,3,3,7,6,3,5,6,4,2,2,1,2,Brazil,Brazil,Male,20,Student,Some College,High,High,Yes,7,1,3,7,7,3
1,1,1,1,2,2,3,2,2,2,2,2,2,1,1,2,China,China,Female,20,Student,College/University Degree,High,High,No,4,4,2,2,1,1
6,1,1,1,7,7,7,4,2,2,6,2,2,2,3,2,South Africa,South Africa,Female,19,Student,High School/Secondary School&amp,Medium,Medium,No,7,7,7,1,1,1
7,2,2,3,2,5,7,3,2,2,6,2,1,5,6,6,South Africa,South Africa,Female,21,Student,Some College&amp;nbsp;&amp;nbsp;,Medium,Medium,Yes,2,2,1,1,1,2
3,2,2,4,3,4,3,3,1,2,2,3,2,3,4,3,Philippines,Philippines,Female,27,Software Engineer,Master's Degree,Medium,Medium,Yes,2,1,4,2,2,4
2,2,2,2,3,3,3,3,4,3,3,4,3,2,2,3,China,China,Female,21,Student,High School/Secondary School,Very Low,Low,No,7,7,3,3,3,2
5,2,1,7,1,2,7,2,1,2,6,2,1,3,4,2,Brazil,Brazil,Female,30,Student,College/University DegreeÊ,Medium,Medium,Yes,5,1,7,1,1,1
2,5,2,2,2,2,2,3,2,2,3,2,3,2,1,3,United Kingdom,United Kingdom,Male,24,Student,College/University Degree,Medium,Medium,No,5,5,1,1,1,2
3,3,5,5,4,3,6,4,5,4,5,4,3,4,4,5,United Kingdom,United Kingdom,Male,25,Student,College/University Degree,Medium,High,Yes,3,3,1,1,1,1
3,4,3,2,3,2,4,4,1,1,3,2,2,3,2,3,United Kingdom,Afghanistan,Female,19,Student,High School/Secondary School,Low,Medium,Yes,3,2,1,3,1,1
2,4,3,3,5,4,3,3,3,3,3,2,3,4,2,2,Philippines,Philippines,Male,28,Manager,College/University Degree,Medium,Medium,Yes,4,3,6,4,5,5
3,3,1,1,3,3,7,3,3,3,4,3,3,1,3,2,United Kingdom,United Kingdom,Male,33,Student,College/University Degree,Low,Low,Yes,7,1,4,3,2,1
3,4,3,4,5,4,3,4,3,4,3,3,2,3,2,3,Philippines,Philippines,Female,23,Software Engineer,College/University Degree,Medium,Medium,Yes,5,2,5,3,4,5
3,3,2,3,3,2,7,3,2,2,6,2,2,2,6,2,United Kingdom,United Kingdom,Male,67,Retired,High School/Secondary School,Medium,Low,Yes,3,2,7,3,1,1
5,5,5,2,3,3,4,3,3,3,3,4,3,3,5,4,China,China,Male,25,Student,College/University Degree,Medium,High,No,7,7,3,1,1,5
2,3,2,3,3,5,5,2,3,2,3,2,3,2,3,2,Philippines,Philippines,Male,24,Project Manager,College/University Degree,Medium,Medium,Yes,5,6,4,4,2,4
7,1,1,1,3,2,2,7,1,1,3,7,7,1,1,1,Nigeria,Nigeria,Male,,Lecturing,Doctoral Degree&amp;nbsp;&amp;nb,Medium,Medium,Yes,2,1,1,1,1,1
2,3,2,3,3,2,6,3,3,2,5,3,3,2,3,3,China,China,Male,23,Student,Master's Degree,Low,Medium,No,6,7,2,3,1,2
4,5,5,4,4,5,5,6,3,4,3,3,3,4,2,2,India,India,Male,26,S/W Enginnering,Some College&amp;amp;nbsp;&amp;a,Medium,Medium,Yes,3,4,5,6,6,5
3,1,1,2,2,3,7,3,2,3,6,3,2,3,6,6,Mexico,Mexico,Female,34,Teacher,Master's Degree,Low,Low,Yes,5,1,3,2,1,1
3,4,2,2,5,4,3,4,5,3,3,6,5,6,6,4,India,India,Male,23,Manager,College/University Degree&amp;am,Medium,Medium,Yes,3,2,3,5,6,6
2,2,2,2,2,2,4,2,2,2,6,2,2,6,6,2,India,India,Male,38,Service,College/University Degree&amp;am,Medium,Medium,Yes,2,1,1,1,1,1
5,3,2,2,2,3,4,3,4,3,2,2,2,2,5,4,Philippines,Philippines,Female,24,Writer,Master's Degree,Medium,Medium,Yes,6,6,4,3,3,2
2,3,3,2,3,2,2,3,3,2,2,3,3,5,3,4,Hong Kong,Hong Kong,1,23,Student,3,3,3,1,6,6,2,4,4,1
2,1,1,1,3,1,1,4,1,1,1,4,1,1,3,4,China,China,Female,23,White Collar,College/University Degree,Medium,High,No,7,7,5,3,1,3
1,1,1,1,3,2,7,3,2,2,7,3,4,3,5,3,France,France,Female,23,Student,College/University Degree,Medium,Low,Yes,7,7,5,6,2,1
2,2,2,2,4,4,7,3,4,3,7,2,5,4,2,4,United Kingdom,Netherlands,Female,22,Student,College/University Degree,Very Low,Medium,Yes,2,1,1,2,1,3
2,1,1,1,2,4,7,3,2,2,4,2,2,1,2,1,South Africa,South Africa,Female,57,Manager,Master&amp;rsquo;s Degree,High,High,Yes,2,1,1,1,1,1
1,1,1,1,1,3,7,4,1,3,7,4,1,1,7,4,Brazil,Brazil,Male,23,Marketing Supervisor,Some College,Medium,Medium,Yes,4,3,4,7,7,7
4,4,2,2,5,7,7,7,5,3,7,7,6,7,7,7,Canada,Canada,Male,51,Sales,College/University Degree,Very Low,Low,Yes,7,7,1,1,1,1
2,3,2,2,5,5,7,7,3,5,6,7,3,6,7,7,China,China,Male,31,University Teacher,MasterÕs Degree,Medium,Medium,Yes,7,4,4,1,2,1
2,3,3,4,3,5,4,3,4,3,2,3,2,3,2,3,India,India,Male,27,Admin Manager,Master&amp;amp;rsquo;s Degree,Medium,Medium,Yes,2,1,1,1,1,1
